Company Na,Address,City,State,ZIP Code,Record Typ,Longitude,Latitude,Primary NA,Primary__1,Snap
Beacon Kosher Meat Market,36 Monastery Rd,Brighton,MA,2135,,-71.147088,42.344802,,Meat Markets,null
Newlyweds Foods Co,750 Dorchester Ave,Dorchester,MA,2125,,-71.056645,42.324542,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Westland Market,56 Westland Ave,Boston,MA,2115,,-71.088633,42.34349,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Academy Market Inc,1588 Columbus Ave,Roxbury,MA,2119,,-71.098311,42.322182,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Going Bananas,64 Salem St # 1,Boston,MA,2113,,-71.056117,42.363392,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Naidely's Market Inc,367 Blue Hill Ave,Dorchester,MA,2121,,-71.080988,42.311899,,Convenience Stores,null
Beacon Hill Gourmet,65 Charles St,Boston,MA,2114,,-71.070184,42.358114,,All Other Specialty Food Stores,null
Pantry,39 Dalton St,Boston,MA,2199,,-71.083844,42.346573,,Convenience Stores,null
Alltown Roxbury,85 Southampton St,Boston,MA,2118,,-71.070384,42.331916,,Convenience Stores,null
Ramis Food Products Inc,426 Belgrade Ave,West Roxbury,MA,2132,,-71.149625,42.28593,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Crt Food & Beverage,907 Boylston St,Boston,MA,2115,,-71.084316,42.348459,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Shawmut Grocery Store,614 Shawmut Ave,Boston,MA,2118,,-71.080469,42.335454,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Corner Store Dorchester,166 Norfolk St,Dorchester Ctr,MA,2124,,-71.078976,42.286902,,Convenience Stores,null
Rosario Grocery,760 Washington St,Dorchester Ctr,MA,2124,,-71.071251,42.285016,,Convenience Stores,null
Rosauers Supermarkets Inc,120 Water St,Boston,MA,2109,,-71.054665,42.358298,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Kosmos Market,683 Tremont St # 2,Boston,MA,2118,,-71.076623,42.341556,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Roxbury Mobil,85 Southampton St,Boston,MA,2118,,-71.070384,42.331916,,Convenience Stores,null
Roche Bros,1800 Centre St,West Roxbury,MA,2132,,-71.152712,42.287378,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Roche Bros,8 Summer St # 1,Boston,MA,2110,,-71.060278,42.355353,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Seven 86 Market Inc,249 Blue Hill Ave,Roxbury,MA,2119,,-71.078308,42.315759,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Sugar Apple,4 Browning Ave # 1,Dorchester,MA,2124,,-71.080542,42.294219,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Saratoga Convenience,655 Saratoga St,Boston,MA,2128,,-71.020796,42.382249,,Convenience Stores,null
Arrows Market,1112 Blue Hill Ave,Dorchester,MA,2124,,-71.090385,42.286285,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
A & C,67 Woodrow Ave,Dorchester Ctr,MA,2124,,-71.080968,42.287995,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Alex Market III,2825 Washington St,Roxbury,MA,2119,,-71.092735,42.321289,,Convenience Stores,null
Todesca's Market,4441 Washington St # A,Roslindale,MA,2131,,-71.13479,42.280294,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Almany's Market,1053-1055 Tremont Street,Roxbury,MA,2120,,-71.094875,42.334948,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
J P Convenience Store,36 Gay Head St,Jamaica Plain,MA,2130,,-71.104926,42.325036,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Portillo's Food Market,60 Maverick St,Boston,MA,2128,,-71.040954,42.371196,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Twin Dragon Seafood Inc,10a Tyler St,Boston,MA,2111,,-71.060463,42.350978,,Fish & Seafood Markets,null
Beyenes Food Basket,1 Congress St,Boston,MA,2114,,-71.05849,42.36277,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Hannaford Bros Co,20 Park Plz # 833,Boston,MA,2116,,-71.069093,42.351412,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Hi Lo Foods,415 Centre St,Jamaica Plain,MA,2130,,-71.11068,42.320833,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Village Market,30 Corinth St,Roslindale,MA,2131,,-71.129509,42.286186,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
New Boston Meat,81 Newmarket Sq,Boston,MA,2118,,-71.066826,42.329182,,Meat Markets,null
Youngs Trading Inc,1 Widett Cir,Roxbury,MA,2118,,-71.062728,42.334448,,Meat Markets,null
American Food Basket,500 Geneva Ave,Dorchester,MA,2122,,-71.062962,42.298782,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
S Street Convenience,138 South St,Jamaica Plain,MA,2130,,-71.114582,42.305296,,Convenience Stores,null
Roxbury Wholesale Grocery Inc,25 Chesterton St,Roxbury,MA,2119,,-71.071245,42.329885,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Boston Shawarma,226 Washington St,Boston,MA,2108,,-71.057843,42.358158,,Convenience Stores,null
Dudley Variety,389 Dudley St,Roxbury,MA,2119,,-71.075493,42.326182,,Convenience Stores,null
Neighborhood Variety,63 Poplar St,Roslindale,MA,2131,,-71.128908,42.285481,,Convenience Stores,null
Leo Grocery Store Corp,573 Talbot Ave,Dorchester Ctr,MA,2124,,-71.064536,42.285797,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Ace's Food Mart,50 John Eliot Sq,Roxbury,MA,2119,,-71.091573,42.329847,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Lovely Fare,30 Prince St,Boston,MA,2113,,-71.05444,42.364487,,All Other Specialty Food Stores,null
Reds Best,136 Blackstone St,Boston,MA,2109,,-71.057495,42.36216,,Fish & Seafood Markets,null
Hancock Street Market & Multi,95 Hancock St,Dorchester,MA,2125,,-71.064392,42.312484,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Alpha Trio Mfg Corp,280 Lincoln St,Allston,MA,2134,,-71.134073,42.357328,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Alba Produce,18 Parmenter St,Boston,MA,2113,,-71.05508,42.363816,,Fruit & Vegetable Markets,null
Market Maywood,249 Blue Hill Ave,Roxbury,MA,2119,,-71.078308,42.315759,,Convenience Stores,null
Foodie,230 W Broadway,Boston,MA,2127,,-71.051875,42.339831,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
El Chavo Mexican Products,4254 Washington St,Roslindale,MA,2131,,-71.129007,42.285549,,Convenience Stores,null
Blue Waves Fish Market,1238 River St,Hyde Park,MA,2136,,-71.123208,42.255876,,Fish & Seafood Markets,null
Blue Hill Convenient Mkt Inc,322 Blue Hill Ave,Dorchester,MA,2121,,-71.07939,42.313276,,Convenience Stores,null
Smart Eat Foods Inc,899 Beacon St # 2,Boston,MA,2215,,-71.105162,42.346206,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Brighton Fish Co,215 Parsons St,Brighton,MA,2135,,-71.157056,42.356654,,Fish & Seafood Markets,null
Community Convenience Store,44 Norfolk St,Dorchester,MA,2124,,-71.07317,42.289037,,Convenience Stores,null
Soodies South Boston LLC,230 W Broadway,Boston,MA,2127,,-71.051875,42.339831,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Henry's Market,892 South St,Roslindale,MA,2131,,-71.134735,42.28839,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Royal African Caribbean Sprmkt,1281 River St,Hyde Park,MA,2136,,-71.124568,42.255805,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Sullivan's Store,2 Cambridge St,Charlestown,MA,2129,,-71.062477,42.377869,,Convenience Stores,null
Xin Bao Vegetable Co,198 Tremont St # 407,Boston,MA,2116,,-71.064567,42.35214,,Fruit & Vegetable Markets,null
International Lobster & Maguro,22 Food Mart Rd,Boston,MA,2118,,-71.062863,42.337367,,Fish & Seafood Markets,null
Urban Foodie's Market,333 Martin Luther King Blvd,Roxbury,MA,2119,,-71.084615,42.325438,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
City Fruit Co,231 Harrison Ave # A,Boston,MA,2111,,-71.063016,42.347472,,Fruit & Vegetable Markets,null
Green Elm,536 Centre St,Jamaica Plain,MA,2130,,-71.113272,42.316859,,Convenience Stores,null
Step N Out Mart,609 Walk Hill St,Mattapan,MA,2126,,-71.097852,42.280932,,Convenience Stores,null
Ramirez Produce,252 Princeton St # 1,Boston,MA,2128,,-71.030616,42.379698,,Fruit & Vegetable Markets,null
Newtowne Foodmart,87 Medford St,Charlestown,MA,2129,,-71.055535,42.379147,,Convenience Stores,null
Aney Bangla Grocery,542 Washington St,Dorchester,MA,2124,,-71.071738,42.292691,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Christo's Market,873 South St,Roslindale,MA,2131,,-71.133867,42.288969,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
C & A Beef Co,165 Terrace St,Roxbury Crossing,MA,2120,,-71.094875,42.334948,,Meat Markets,null
Select Market,529 Washington St,Brighton,MA,2135,,-71.162883,42.349164,,Convenience Stores,null
Nutibara Envios,532 Bennington St,Boston,MA,2128,,-71.020054,42.382214,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Speedway,1779 Centre St,West Roxbury,MA,2132,,-71.151597,42.287826,,Convenience Stores,null
Speedway,5315 Washington St,West Roxbury,MA,2132,,-71.161371,42.258673,,Convenience Stores,null
Speedway,710 Gallivan Blvd,Dorchester,MA,2124,,-71.048056,42.283857,,Convenience Stores,null
Speedway,123 Cambridge St,Charlestown,MA,2129,,-71.080614,42.382482,,Convenience Stores,null
Speedway,874 Dorchester Ave,Boston,MA,2125,,-71.056553,42.321182,,Convenience Stores,null
Speedway,151 Old Colony Ave,Boston,MA,2127,,-71.05545,42.334534,,Convenience Stores,null
Speedway,219 Cambridge St,Allston,MA,2134,,-71.126225,42.358478,,Convenience Stores,null
Speedway,100 Brighton Ave,Allston,MA,2134,,-71.129841,42.35248,,Convenience Stores,null
Roxtar Foods LTD,1200 Washington St # 507,Boston,MA,2118,,-71.066711,42.34302,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Shop MFI Market,170 Salem St # 4,Boston,MA,2113,,-71.054967,42.366231,,Convenience Stores,null
Kirin Produce Co,131 Newmarket Sq,Boston,MA,2118,,-71.066883,42.33052,,Fruit & Vegetable Markets,null
Kirin Produce Co,22 Oxford St # 24,Boston,MA,2111,,-71.06031,42.35179,,Fruit & Vegetable Markets,null
Rite Aid Pharmacy # 10156,399 Market St,Brighton,MA,2135,,-71.151951,42.347801,,Pharmacies & Drug Stores,null
Serve You Well Mini Mart,259 Talbot Ave,Dorchester Ctr,MA,2124,,-71.075822,42.291111,,Convenience Stores,null
LA Bendicion,32 Bennington St,East Boston,MA,2128,,-71.037886,42.375449,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
X & Y Food Inc,1095 Commonwealth Ave,Boston,MA,2215,,-71.124298,42.352259,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Payless Foods,139 Charles St,Boston,MA,2114,,-71.070571,42.360205,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Fellowship African Market,604 Hyde Park Ave,Roslindale,MA,2131,,-71.118805,42.279946,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Smart Gourmet,31 Antwerp St,Brighton,MA,2135,,-71.139722,42.358789,,All Other Specialty Food Stores,null
Ming Yu Seafood,10 Tyler St,Boston,MA,2111,,-71.060463,42.350978,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Summer Market,85 Summer St,Boston,MA,2110,,-71.058354,42.353816,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Nas Convenience,111 Erie St,Dorchester,MA,2121,,-71.082921,42.301492,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Boston Mobile,651 Warren St,Dorchester,MA,2121,,-71.083018,42.309755,,Convenience Stores,null
George Greer Foods,371 Dorchester Ave # 140,Boston,MA,2127,,-71.059149,42.335096,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Blue Hill Convenience,1378 Blue Hill Ave,Mattapan,MA,2126,,-71.092178,42.271726,,Convenience Stores,null
Blue Hill Convenience,137 Blue Hill Ave # B,Roxbury,MA,2119,,-71.078079,42.320263,,Convenience Stores,null
Meatland Jamaica Plain,306 Centre St,Jamaica Plain,MA,2130,,-71.103545,42.322695,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
SJR Foods,32 Emerson Pl,Boston,MA,2114,,-71.065706,42.361233,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Phu Coung Market,1188 Dorchester Ave,Dorchester,MA,2125,,-71.057452,42.310033,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Million Market,99 Chelsea St,East Boston,MA,2128,,-71.035664,42.372281,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Legal Sea Foods,100 Huntington Ave # 77,Boston,MA,2116,,-71.077828,42.347042,,Meat Markets,null
C Mart Of Herald St,50 Herald St,Boston,MA,2118,,-71.065154,42.346203,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Lio Meat Corp,920 Cummins Hwy,Mattapan,MA,2126,,-71.092178,42.271726,,Meat Markets,null
18 Seafood Market,18 Hudson St,Boston,MA,2111,,-71.059956,42.350508,,Fish & Seafood Markets,null
Caribbean,558 Washington St,Dorchester Ctr,MA,2124,,-71.071689,42.292094,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Thompson Market,44 Brooks St,Boston,MA,2128,,-71.032676,42.376055,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Thompson Market,283 Tremont St,Boston,MA,2116,,-71.065541,42.349781,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Hamdi Market,1433 Tremont St,Roxbury Crossing,MA,2120,,-71.096539,42.331735,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Venice Convenient Inc,38 Cooper St,Boston,MA,2113,,-71.057125,42.364388,,Convenience Stores,null
Dudley Halal Market Inc,1127 Harrison Ave,Roxbury,MA,2119,,-71.081574,42.330616,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
New Vien Dong Far East Sprmrkt,1159 Dorchester Ave,Dorchester,MA,2125,,-71.057689,42.311139,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
LA Esperanza Market,238 Meridian St,Boston,MA,2128,,-71.039175,42.375813,,Convenience Stores,null
Upham's Corner Market,521 Columbia Rd,Dorchester,MA,2125,,-71.066616,42.31531,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
T & M Food Corp,26 Province St,Boston,MA,2108,,-71.0595,42.357451,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Aguadilla Market,664 Tremont St # A,Boston,MA,2118,,-71.075795,42.341362,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Monica's Mercato,130 Salem St # 1,Boston,MA,2113,,-71.055592,42.365094,,Convenience Stores,null
Store 24 Inc,363 Tremont St,Boston,MA,2116,,-71.067988,42.348049,,Convenience Stores,null
Mr Convenience Plus,646 Blue Hill Ave,Dorchester,MA,2121,,-71.085417,42.302159,,Convenience Stores,null
J Trip Karaoke Lounge,189 State St,Boston,MA,2109,,-71.05271,42.359144,,Convenience Stores,null
Fort Hill Food Emporium,85 Centre St,Roxbury,MA,2119,,-71.09542,42.328465,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
International & Natural Foods,157 Sutherland Rd,Brighton,MA,2135,,-71.146883,42.341187,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cape Cod Shellfish & Seafood,29 Fish Pier St W # 31,Boston,MA,2210,,-71.044476,42.349242,,Fish & Seafood Markets,null
City Fresh Foods,28 Bowdoin St,Boston,MA,2114,,-71.065706,42.361233,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cushman Grocery,51 Cushman Rd,Brighton,MA,2135,,-71.1462,42.353591,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Beacon Hill Convenience Store,55 Anderson St,Boston,MA,2114,,-71.067773,42.359319,,Convenience Stores,null
Senado Market,2825 Washington St,Roxbury,MA,2119,,-71.092735,42.321289,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Boston & Maine Fish Co,1 Faneuil Hall Market Pl,Boston,MA,2109,,-71.053586,42.359735,,Meat Markets,null
Super Eighty Eight Market,101 Allstate Rd,Dorchester,MA,2125,,-71.062273,42.325651,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Super Eighty Eight Market,1095 Commonwealth Ave,Boston,MA,2215,,-71.124298,42.352259,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cumberland Farms,464 Chelsea St,East Boston,MA,2128,,-71.032514,42.377292,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Snacks Express,60 South St,Boston,MA,2111,,-71.056757,42.351724,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cumberland Farms,148 Chestnut Hill Ave,Brighton,MA,2135,,-71.153812,42.342044,,Convenience Stores,null
Cumberland Farms,628 E 5th St,Boston,MA,2127,,-71.0355,42.334164,,Convenience Stores,null
Cumberland Farms,801 Massachusetts Ave,Boston,MA,2118,,-71.073002,42.333104,,Convenience Stores,null
Refreshed Market,196 Quincy St,Boston,MA,2121,,-71.07497,42.313019,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
K A M Man Farmers Market,101 Allstate Rd # 109,Dorchester,MA,2125,,-71.062273,42.325651,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
E S Variety,3 Gladstone St,East Boston,MA,2128,,-70.999524,42.389113,,Convenience Stores,null
Super Ahorro Grocery & Food,300 Bennington St,East Boston,MA,2128,,-71.028268,42.379193,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Patriot News Inc,655 Atlantic Ave,Boston,MA,2111,,-71.061176,42.35179,,Convenience Stores,null
Rosev Enterprises Inc,134 Bunker Hill St,Charlestown,MA,2129,,-71.059818,42.377987,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Gourmet Foods Of America Inc,Faneuil Hall Marketplace,Boston,MA,2109,,-71.055237,42.359135,,All Other Specialty Food Stores,null
Mediterianian Market,250 Brighton Ave,Allston,MA,2134,,-71.136548,42.353371,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
House Of Mother Nature,357 Washington St,Brighton,MA,2135,,-71.153145,42.349145,,All Other Specialty Food Stores,null
Start Super Market,483 Cambridge St,Allston,MA,2134,,-71.137118,42.353774,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Roho Convenience Market All,479 Blue Hill Ave,Dorchester,MA,2121,,-71.08323,42.308637,,Convenience Stores,null
H-E-B Foods Co,415 Summer St,Boston,MA,2210,,-71.044563,42.347115,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Hay Market Intl Food Co,88 Blackstone St,Boston,MA,2109,,-71.056393,42.361435,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cropcircle Inc,15 Robinwood Ave,Jamaica Plain,MA,2130,,-71.112763,42.316537,,Fruit & Vegetable Markets,null
Cruz Market,152 Sumner St,East Boston,MA,2128,,-71.041029,42.369615,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Small Change,525 Columbia Rd,Dorchester,MA,2125,,-71.066527,42.315414,,Convenience Stores,null
Cruz Market,237 Bowdoin St,Dorchester,MA,2122,,-71.067226,42.305987,,Convenience Stores,null
Cappy's Store,90 Westland Ave,Boston,MA,2115,,-71.089765,42.343882,,Convenience Stores,null
Phu Thunh Market,1826 Dorchester Ave,Dorchester Ctr,MA,2124,,-71.063288,42.288544,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
N C Market Corp,305 W Broadway,Boston,MA,2127,,-71.050637,42.338619,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
E Patio Market,371 Centre St,Jamaica Plain,MA,2130,,-71.10878,42.322339,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Berkeley Street Market,56 Berkeley St,Boston,MA,2116,,-71.070933,42.346399,,Convenience Stores,null
Sandy's Variety Store,378 Washington St,Dorchester Ctr,MA,2124,,-71.072829,42.298188,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Rite Aid,4600 Washington St,Roslindale,MA,2131,,-71.138935,42.275453,,Pharmacies & Drug Stores,null
Rite Aid,90 River St # 7,Mattapan,MA,2126,,-71.074507,42.271303,,Pharmacies & Drug Stores,null
Rite Aid,1329 Hyde Park Ave,Hyde Park,MA,2136,,-71.124849,42.253493,,Pharmacies & Drug Stores,null
Rite Aid,1100 Dorchester Ave,Dorchester,MA,2125,,-71.057143,42.312979,,Pharmacies & Drug Stores,null
Rite Aid,710 E Broadway,Boston,MA,2127,,-71.036509,42.336156,,Pharmacies & Drug Stores,null
Rite Aid,1295 Boylston St # 120,Boston,MA,2215,,-71.097766,42.345095,,Pharmacies & Drug Stores,null
Rite Aid,540 Gallivan Blvd # 11,Dorchester Ctr,MA,2124,,-71.054713,42.282981,,Pharmacies & Drug Stores,null
Rite Aid,920 Dorchester Ave,Dorchester,MA,2125,,-71.056529,42.31959,,Pharmacies & Drug Stores,null
Rite Aid,181 Brighton Ave # 2,Allston,MA,2134,,-71.133679,42.353911,,Pharmacies & Drug Stores,null
Rite Aid,399 Market St,Brighton,MA,2135,,-71.151951,42.347801,,Pharmacies & Drug Stores,null
Rite Aid,971 Bennington St,Boston,MA,2128,,-71.007539,42.386212,,Pharmacies & Drug Stores,null
Rite Aid,100 Cambridge St # 102,Boston,MA,2114,,-71.062137,42.359957,,Pharmacies & Drug Stores,null
Hollywood Market,,Boston,MA,2110,,-71.054279,42.356372,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Eternal Star Seafood Inc,649 Harrison Ave # 138,Boston,MA,2118,,-71.069583,42.339458,,Fish & Seafood Markets,null
F & T Davey Supermarket Inc,438 Dudley St,Roxbury,MA,2119,,-71.073579,42.324055,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Calumet Market,1630 Tremont St,Roxbury Crossing,MA,2120,,-71.104653,42.334039,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Agora Gourmet,20 Tremont St,Brighton,MA,2135,,-71.16949,42.350127,,All Other Specialty Food Stores,null
Martinez Seafood Inc,212 Northern Ave,Boston,MA,2210,,-71.038265,42.350476,,Fish & Seafood Markets,null
Jamaica Plain Market,36 Gay Head St,Jamaica Plain,MA,2130,,-71.104926,42.325036,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Bramante Seafood,2 Fish Pier St W,Boston,MA,2210,,-71.03962,42.349171,,Fish & Seafood Markets,null
24 Seven Convenience Store,655 Warren St,Dorchester,MA,2121,,-71.082883,42.309813,,Convenience Stores,null
Express Depot,360b Columbus Ave,Boston,MA,2116,,-71.074581,42.350812,,Convenience Stores,null
Cozmo Market,1436 Commonwealth Ave,Brighton,MA,2135,,-71.140089,42.34817,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cozmo Market,205 Harvard Ave,Allston,MA,2134,,-71.130804,42.349931,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Brighton Supermarket,572 Washington St,Brighton,MA,2135,,-71.165099,42.349933,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
D Fantasy,3142 Washington St,Jamaica Plain,MA,2130,,-71.100017,42.313973,,Fruit & Vegetable Markets,null
Bienestar Familiar,387 Meridian St,East Boston,MA,2128,,-71.038999,42.379801,,All Other Specialty Food Stores,null
24 Seven,655 Warren St,Dorchester,MA,2121,,-71.082883,42.309813,,Convenience Stores,null
Plum Produce,552 Tremont St,Boston,MA,2118,,-71.071455,42.343758,,Fruit & Vegetable Markets,null
Ching Long Inc,26 Lincoln St,Brighton,MA,2135,,-71.14613,42.358847,,Fruit & Vegetable Markets,null
Harvard Street Community Mkt,55 Harvard St,Dorchester Ctr,MA,2124,,-71.076083,42.297904,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Talbot Market,322 Talbot Ave,Dorchester Ctr,MA,2124,,-71.072802,42.290486,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
White Hen Pantry Inc,101 Arch St,Boston,MA,2110,,-71.059085,42.354954,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Davey's Super Market,438 Dudley St,Roxbury,MA,2119,,-71.074184,42.324109,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Andrew Square Convenience,390 Dorchester St # A,Boston,MA,2127,,-71.056393,42.329751,,Convenience Stores,null
Suriel Food Prod Distrbutors,31 Germania St # I,Jamaica Plain,MA,2130,,-71.102698,42.314225,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Indian Ocean Grocery & Hala,43 Roxbury St,Roxbury,MA,2119,,-71.085507,42.32954,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Gourmet Products,35 Wareham St,Boston,MA,2118,,-71.068101,42.339373,,All Other Specialty Food Stores,null
Alhoda Market,114 Blackstone St,Boston,MA,2109,,-71.055237,42.359135,,Meat Markets,null
Abruzzese Meat Market,94 Salem St,Boston,MA,2113,,-71.055715,42.363915,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Rosa Grocery,710 Washington St,Dorchester Ctr,MA,2124,,-71.070898,42.286662,,Convenience Stores,null
Lefty's Silver Cart,20 Hanson St # 1,Boston,MA,2118,,-71.07029,42.343585,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cheese Toastie,PO Box 788,Jamaica Plain,MA,2130,,-71.114081,42.313409,,All Other Specialty Food Stores,null
Gourmet Exchange,70 Newmarket Sq,Boston,MA,2118,,-71.066936,42.328799,,All Other Specialty Food Stores,null
Fenway Convenience,76 Kilmarnock St,Boston,MA,2215,,-71.099234,42.342507,,Convenience Stores,null
Tedeschi Food Shops,357 Tremont St,Boston,MA,2116,,-71.067559,42.348308,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
El Lobo Papa Grocery Market,1187 Blue Hill Ave,Mattapan,MA,2126,,-71.09192,42.283812,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Tedeschi Food Shops,177 State St # A,Boston,MA,2109,,-71.053394,42.35937,,Convenience Stores,null
Tedeschi Food Shops,7 Spring St,West Roxbury,MA,2132,,-71.160701,42.278429,,Convenience Stores,null
Tedeschi Food Shops,4196 Washington St,Roslindale,MA,2131,,-71.127162,42.28709,,Convenience Stores,null
Tedeschi Food Shops,684 Centre St,Jamaica Plain,MA,2130,,-71.114206,42.312015,,Convenience Stores,null
Tedeschi Food Shops,1187 Hyde Park Ave,Hyde Park,MA,2136,,-71.123719,42.258632,,Convenience Stores,null
Tedeschi Food Shops,1886 Dorchester Ave,Dorchester Ctr,MA,2124,,-71.064025,42.28653,,Convenience Stores,null
Tedeschi Food Shops,320 Neponset Ave,Dorchester,MA,2122,,-71.046896,42.288235,,Convenience Stores,null
Tedeschi Food Shops,1420 Dorchester Ave,Dorchester,MA,2122,,-71.059355,42.30247,,Convenience Stores,null
Tedeschi Food Shops,241 Market St,Brighton,MA,2135,,-71.150124,42.354604,,Convenience Stores,null
Tedeschi Food Shops,717 Boylston St,Boston,MA,2116,,-71.080095,42.349651,,Convenience Stores,null
Tedeschi Food Shops,555 E Broadway,Boston,MA,2127,,-71.04196,42.33534,,Convenience Stores,null
Tedeschi Food Shops,405 W Broadway,Boston,MA,2127,,-71.048061,42.336953,,Convenience Stores,null
Tedeschi Food Shops,14 Maverick Sq,Boston,MA,2128,,-71.039531,42.369407,,Convenience Stores,null
Tedeschi Food Shops,509 Cambridge St,Allston,MA,2134,,-71.138482,42.353432,,Convenience Stores,null
