STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AveWindSpeed,Precipitation,Snow Fall,Snow Depth,MaxTemp,MinTemp,Fog,Heavy_Fog,Thunder,Sleet,Hail,Rime,Dust,Blowing_Snow,High_Winds,Mist,Drizzle,Rain,Heavy_Snow,Ice_Fog
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/15/2014,3.9,0,0,,25,13.9,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/16/2014,6.2,1.5,0,,22.8,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/17/2014,5.7,16.5,0,,23.9,14.4,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/18/2014,4.1,0,0,,17.2,11.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/19/2014,5.9,1.3,0,,20,11.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/20/2014,4.2,0,0,,20.6,11.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/21/2014,3.3,0,0,,18.3,11.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/22/2014,3.4,6.4,0,,15,10.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/23/2014,3.8,0.5,0,,13.9,11.1,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/24/2014,3.6,4.6,0,,16.1,11.1,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/25/2014,3.1,0,0,,18.9,11.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/26/2014,5.4,0.3,0,,26.1,12.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/27/2014,5.1,12.2,0,,23.3,10,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/28/2014,6.7,2,0,,10,6.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/29/2014,3.4,0,0,,14.4,6.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/30/2014,3.6,2.8,0,,18.9,8.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/31/2014,4.3,0,0,,15.6,11.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/1/2014,3.6,0,0,,18.9,10.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/2/2014,4,0,0,,28.3,13.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/3/2014,4.7,0,0,,22.2,13.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/4/2014,2.8,3.6,0,,15.6,12.8,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/5/2014,3.2,19.8,0,,15.6,13.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/6/2014,4.9,0,0,,24.4,13.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/7/2014,3.7,0,0,,26.7,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/8/2014,3.5,0,0,,27.2,19.4,,,,,,,1,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/9/2014,4.9,0,0,,27.2,18.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/10/2014,3.9,21.6,0,,26.1,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/11/2014,4.3,0,0,,17.2,14.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/12/2014,5.1,0,0,,18.9,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/13/2014,4.3,13.7,0,,17.8,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/14/2014,3.4,0.3,0,,25,14.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/15/2014,5.5,0,0,,26.7,14.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/16/2014,4.5,0,0,,22.8,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/17/2014,5,0.5,0,,28.9,16.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/18/2014,6.4,0,0,,30.6,20,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/19/2014,4.8,0,0,,28.9,19.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/20/2014,5.2,0,0,,25,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/21/2014,3.1,0,0,,23.9,13.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/22/2014,3.5,0,0,,21.7,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/23/2014,3.9,0,0,,25,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/24/2014,5.6,0,0,,28.9,15.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/25/2014,6.6,0,0,,31.7,18.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/26/2014,4.3,7.1,0,,27.2,15.6,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/27/2014,3.4,0,0,,22.2,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/28/2014,3,0,0,,26.7,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/29/2014,4,0,0,,30,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/30/2014,6,0,0,,31.7,17.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/1/2014,6.2,0,0,,31.7,20.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/2/2014,6.7,0,0,,32.8,22.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/3/2014,4.5,7.1,0,,33.3,20.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/4/2014,3.6,47.8,0,,24.4,17.8,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/5/2014,7.6,8.9,0,,26.7,15,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/6/2014,6.8,0,0,,29.4,18.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/7/2014,6.5,2,0,,31.1,20.6,,,1,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/8/2014,6.7,0,0,,33.3,22.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/9/2014,6.2,0,0,,31.1,22.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/10/2014,3.5,0,0,,27.8,18.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/11/2014,3,0,0,,22.8,17.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/12/2014,3.7,0,0,,26.7,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/13/2014,6.9,0,0,,29.4,20,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/14/2014,4.4,17,0,,30,21.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/15/2014,4.8,0,0,,29.4,21.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/16/2014,3.5,21.6,0,,24.4,20.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/17/2014,3.6,0,0,,27.2,19.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/18/2014,3.5,0,0,,24.4,18.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/19/2014,2.3,0,0,,22.2,17.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/20/2014,3.1,0,0,,22.2,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/21/2014,2.6,0,0,,22.8,16.1,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/22/2014,4.3,0,0,,30.6,17.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/23/2014,5.8,0,0,,33.3,21.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/24/2014,3.4,0,0,,24.4,17.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/25/2014,3.5,0,0,,28.3,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/26/2014,5.3,0,0,,29.4,17.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/27/2014,4.2,8.9,0,,26.7,18.9,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/28/2014,4.7,2.8,0,,28.9,18.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/29/2014,4.1,0,0,,26.1,17.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/30/2014,2.9,0,0,,25.6,17.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/31/2014,4.5,0,0,,27.2,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/1/2014,4,0,0,,27.8,18.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/2/2014,2.3,0.8,0,,22.2,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/3/2014,2.3,0,0,,21.1,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/4/2014,3.5,0,0,,26.7,16.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/5/2014,3.4,0,0,,27.8,21.1,,,,,,,1,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/6/2014,3.6,0.3,0,,28.3,21.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/7/2014,3.8,0.3,0,,26.1,17.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/8/2014,4.3,0,0,,29.4,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/9/2014,3.5,0,0,,25.6,18.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/10/2014,3.4,0,0,,26.7,18.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/11/2014,4,0,0,,28.9,18.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/12/2014,3.9,0,0,,27.8,17.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/13/2014,6.4,26.9,0,,20.6,17.8,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/14/2014,5.1,0,0,,25,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/15/2014,3.6,0,0,,23.9,15.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/16/2014,5.1,0,0,,25.6,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/17/2014,3.9,0,0,,27.2,17.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/18/2014,4.3,0,0,,26.1,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/19/2014,3.4,0,0,,23.3,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/20/2014,2.3,0,0,,23.3,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/21/2014,2.8,0,0,,22.2,15.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/22/2014,4.6,2,0,,22.2,17.2,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/23/2014,4,0,0,,22.2,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/24/2014,2.7,0,0,,23.9,17.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/25/2014,3,0,0,,27.2,19.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/26/2014,4.7,0,0,,29.4,17.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/27/2014,5.6,0.5,0,,32.8,19.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/28/2014,5.6,0,0,,27.8,17.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/29/2014,4.6,0,0,,21.7,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/30/2014,4.6,0,0,,26.1,14.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/31/2014,6,13.7,0,,29.4,19.4,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/1/2014,3.5,0,0,,29.4,22.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/2/2014,3.9,0.3,0,,33.9,21.7,,,1,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/3/2014,5.2,0,0,,29.4,22.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/4/2014,3.8,0,0,,28.3,18.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/5/2014,5.3,0,0,,32.8,19.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/6/2014,6.5,5.6,0,,33.3,20.6,,,1,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/7/2014,3.4,3.8,0,,24.4,17.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/8/2014,4.5,0,0,,21.7,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/9/2014,4.3,0,0,,20.6,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/10/2014,3.5,0,0,,21.1,15.6,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/11/2014,5.9,0,0,,26.7,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/12/2014,3.9,0,0,,20,13.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/13/2014,4.8,3.3,0,,19.4,11.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/14/2014,4.3,0,0,,18.9,11.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/15/2014,3,0,0,,19.4,8.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/16/2014,2.1,0,0,,18.3,12.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/17/2014,3,0,0,,20.6,12.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/18/2014,3.2,0,0,,23.9,12.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/19/2014,4.7,0,0,,13.3,7.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/20/2014,5.1,0,0,,22.8,8.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/21/2014,3.4,0.3,0,,27.8,17.2,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/22/2014,6.8,0,0,,23.3,11.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/23/2014,3.1,0,0,,22.2,10,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/24/2014,4.3,0,0,,18.9,12.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/25/2014,3.1,0,0,,16.7,11.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/26/2014,2.2,0,0,,20.6,12.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/27/2014,2.4,0,0,,27.2,15.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/28/2014,2.2,0,0,,30.6,15.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/29/2014,4.3,0,0,,23.3,13.9,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/30/2014,4.2,4.6,0,,13.9,13.3,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/1/2014,7.2,29.5,0,,13.9,13.3,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/2/2014,6.2,4.1,0,,13.3,10.6,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/3/2014,3.4,0.3,0,,12.8,8.9,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/4/2014,3.4,8.9,0,,17.2,11.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/5/2014,5.2,0,0,,16.1,9.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/6/2014,3.4,0,0,,19.4,6.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/7/2014,5.8,0.3,0,,22.8,12.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/8/2014,6.4,0.3,0,,22.8,14.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/9/2014,5.3,0,0,,18.9,10,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/10/2014,4.3,0,0,,17.2,10.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/11/2014,2.2,7.9,0,,12.2,8.3,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/12/2014,4.1,0,0,,15,6.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/13/2014,3.4,0,0,,17.2,7.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/14/2014,4.8,0,0,,25.6,13.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/15/2014,4.1,0,0,,27.2,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/16/2014,4.6,16,0,,21.1,15.6,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/17/2014,5.1,0,0,,21.7,13.9,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/18/2014,5.1,0,0,,21.7,12.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/19/2014,6.4,0,0,,13.3,6.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/20/2014,4.8,0,0,,14.4,3.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/21/2014,3.3,0,0,,16.7,9.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/22/2014,11.1,22.1,0,,13.3,10,1,,1,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/23/2014,11,57.2,0,,12.2,8.9,1,,1,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/24/2014,5,1.3,0,,11.1,7.8,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/25/2014,4.3,0,0,,17.8,7.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/26/2014,6,0,0,,15,8.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/27/2014,5,0,0,,17.2,7.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/28/2014,1.7,0,0,,15.6,7.2,,,,,,,1,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/29/2014,3,0.5,0,,23.3,11.1,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/30/2014,3.7,0,0,,15,7.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/31/2014,4.7,0,0,,12.2,7.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/1/2014,7.6,15,0,,9.4,3.9,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/2/2014,9.3,7.9,0,,5.6,1.1,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/3/2014,6.5,0,0,,11.7,2.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/4/2014,2.7,0,0,,13.9,7.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/5/2014,4.1,0,0,,18.9,8.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/6/2014,2.3,15,0,,10.6,7.8,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/7/2014,6.4,0,0,,9.4,3.9,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/8/2014,4.6,0,0,,8.9,1.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/9/2014,3.5,0,0,,13.3,4.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/10/2014,2.3,0,0,,14.4,2.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/11/2014,2.4,0,0,,17.2,5.6,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/12/2014,2.2,0,0,,15.6,7.8,1,1,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/13/2014,3.4,1.5,0,,10,3.3,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/14/2014,5,5.8,0,,6.7,0.6,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/15/2014,4.2,0,0,,4.4,-1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/16/2014,3.6,0,0,,5.6,-1.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/17/2014,2.6,41.7,0,,8.9,2.8,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/18/2014,7,0,0,,6.7,-2.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/19/2014,6.3,0,0,,2.8,-4.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/20/2014,6.2,0,0,,8.9,-0.5,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/21/2014,6.8,0,0,,2.2,-2.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/22/2014,7.2,0,0,,6.7,-4.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/23/2014,4.2,0,0,,15,5.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/24/2014,6.5,7.1,0,,18.3,5.6,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/25/2014,5.2,0,0,,16.7,8.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/26/2014,6.6,36.6,0,,10,0.6,1,,,1,1,,,,,,,,,
