Company Na,Address,City,State,ZIP Code,Longitude,Latitude,Type,Snap,Type_size,Underwater_36in,Underwater_7.5ft
CVS/Pharmacy,468 Blue Hill Ave,Dorchester,MA,2121,-71.082831,42.308826,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,647 Vfw Pkwy,Chestnut Hill,MA,2467,-71.15972,42.294951,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,509 Main St,Charlestown,MA,2129,-71.062477,42.377869,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,5 Austin St,Charlestown,MA,2129,-71.066356,42.375391,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,197 8th St # 900,Charlestown,MA,2129,-71.052064,42.37354,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,427 Washington St,Brighton,MA,2135,-71.1564,42.349422,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,1927 Beacon St,Brighton,MA,2135,-71.148958,42.33576,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,81 Milk St,Boston,MA,2109,-71.057308,42.356696,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,700 Atlantic Ave,Boston,MA,2111,-71.056125,42.351171,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,631 Washington St,Boston,MA,2111,-71.062659,42.352369,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,587 Boylston St,Boston,MA,2116,-71.076993,42.350536,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,55 Summer St # B,Boston,MA,2110,-71.059279,42.354202,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,423 W Broadway # 300,Boston,MA,2127,-71.04752,42.336605,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,400 Tremont St,Boston,MA,2116,-71.068279,42.347146,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,333 Washington St,Boston,MA,2108,-71.059193,42.356916,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,300 Longwood Ave,Boston,MA,2115,-71.105324,42.337187,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,29 Winter St,Boston,MA,2108,-71.06128,42.356134,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,240 Newbury St # 240,Boston,MA,2116,-71.08184,42.349498,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,231 Massachusetts Ave,Boston,MA,2115,-71.08675,42.344569,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,2 Center Plz,Boston,MA,2108,-71.060199,42.359894,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,1249 Boylston St # 1,Boston,MA,2215,-71.095775,42.345432,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,101 Canal St,Boston,MA,2114,-71.060568,42.365167,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,467 Centre St,Jamaica Plain,MA,2130,-71.112125,42.319408,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,207 Market St,Brighton,MA,2135,-71.151951,42.347801,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,155 Charles St,Boston,MA,2114,-71.070837,42.360607,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,704 Centre St,Jamaica Plain,MA,2130,-71.114067,42.311351,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,715 William T Morrissey Blvd,Dorchester,MA,2122,-71.049367,42.297415,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,2 City Sq,Charlestown,MA,2129,-71.062477,42.377869,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,874 Harrison Ave,Boston,MA,2118,-71.076315,42.333822,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,350 Longwood Ave # 19,Boston,MA,2115,-71.107274,42.338871,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,340 Washington St,Boston,MA,2108,-71.058746,42.356569,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,285 Columbus Ave,Boston,MA,2116,-71.07409,42.347087,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,265 Washington St,Boston,MA,2108,-71.062564,42.357979,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,218 Hanover St,Boston,MA,2113,-71.055489,42.363064,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,191 Cambridge St,Boston,MA,2114,-71.065915,42.362092,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,177 Brighton Ave,Allston,MA,2134,-71.133421,42.353489,Pharmacies & Drug Stores,No,3,,
CVS/Pharmacy,1266 Commonwealth Ave,Allston,MA,2134,-71.132378,42.349224,Pharmacies & Drug Stores,No,3,,
Rite Aid Pharmacy # 10156,399 Market St,Brighton,MA,2135,-71.151951,42.347801,Pharmacies & Drug Stores,No,3,,
Rite Aid,4600 Washington St,Roslindale,MA,2131,-71.138935,42.275453,Pharmacies & Drug Stores,No,3,,
Rite Aid,90 River St # 7,Mattapan,MA,2126,-71.074507,42.271303,Pharmacies & Drug Stores,No,3,,
Rite Aid,1329 Hyde Park Ave,Hyde Park,MA,2136,-71.124849,42.253493,Pharmacies & Drug Stores,No,3,,
Rite Aid,1100 Dorchester Ave,Dorchester,MA,2125,-71.057143,42.312979,Pharmacies & Drug Stores,No,3,,
Rite Aid,710 E Broadway,Boston,MA,2127,-71.036509,42.336156,Pharmacies & Drug Stores,No,3,,
Rite Aid,1295 Boylston St # 120,Boston,MA,2215,-71.097766,42.345095,Pharmacies & Drug Stores,No,3,,
Rite Aid,540 Gallivan Blvd # 11,Dorchester Ctr,MA,2124,-71.054713,42.282981,Pharmacies & Drug Stores,No,3,,
Rite Aid,920 Dorchester Ave,Dorchester,MA,2125,-71.056529,42.31959,Pharmacies & Drug Stores,No,3,,
Rite Aid,181 Brighton Ave # 2,Allston,MA,2134,-71.133679,42.353911,Pharmacies & Drug Stores,No,3,,
Rite Aid,399 Market St,Brighton,MA,2135,-71.151951,42.347801,Pharmacies & Drug Stores,No,3,,
Rite Aid,971 Bennington St,Boston,MA,2128,-71.007539,42.386212,Pharmacies & Drug Stores,No,3,,
Rite Aid,100 Cambridge St # 102,Boston,MA,2114,-71.062137,42.359957,Pharmacies & Drug Stores,No,3,,
Marlboro Market,45 Massachusetts Ave,Boston,MA,2115,-71.089096,42.34992,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Pleasant View Market,1 Savin Hill Ave,Dorchester,MA,2125,-71.058887,42.312731,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
LA Bamba Market,1 Lorne St,Dorchester Ctr,MA,2124,-71.089666,42.293375,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Ruiz Market,3 Blue Hill Ave,Roxbury,MA,2119,-71.075234,42.325068,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Dolly Market,16 Dacia St,Dorchester,MA,2125,-71.07767,42.314542,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Hannaford Supermarket,39 Church St,Boston,MA,2116,-71.06802,42.349383,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Karen Market,41 Bennington St,Boston,MA,2128,-71.037315,42.375359,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Cibao Grocery,42 Maverick St,East Boston,MA,2128,-71.04155,42.371321,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Marlboro Market,45 Massachusetts Ave,Boston,MA,2115,-71.089096,42.34992,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Family Market,334 E 8th St,Boston,MA,2127,-71.047679,42.331288,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Medina's Market,65 W Dedham St,Boston,MA,2118,-71.07302,42.342113,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Walnut Market,66 Walnut Park,Roxbury,MA,2119,-71.095071,42.314872,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Aislyn Meat Market,71 Day St,Jamaica Plain,MA,2130,-71.108325,42.324577,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Bani Market,353 Meridian St,Boston,MA,2128,-71.039132,42.378673,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Two Brothers Market,75 Marion St,Boston,MA,2128,-71.037656,42.378322,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Alves Market,77 Stoughton St,Dorchester,MA,2125,-71.062569,42.315869,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Las Villas Market,78 Mozart St,Jamaica Plain,MA,2130,-71.103984,42.320047,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Star Food Mart,1266 Hyde Park Ave,Hyde Park,MA,2136,-71.124145,42.255432,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Eagle Market,6938 Dudley St,Dorchester,MA,2121,-71.084832,42.309173,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Hannaford Supermarket,39 Church St,Boston,MA,2116,-71.06802,42.349383,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Calderon Market,20 Hancock St,Dorchester,MA,2125,-71.065876,42.315015,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Calderon Market,140 Princeton St,Boston,MA,2128,-71.03447,42.378219,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Sava's Market,150 Bennington St,Boston,MA,2128,-71.033629,42.376989,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Sunrise Market,152 Brighton Ave,Allston,MA,2134,-71.132304,42.35273,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Allston Market,169 Harvard Ave,Allston,MA,2134,-71.131569,42.351261,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Diana Market,1070 Hyde Park Ave,Hyde Park,MA,2136,-71.121415,42.26255,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Wolcott General Store,171 Wolcott Sq,Hyde Park,MA,2136,-71.13264,42.237322,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Lakomka,183 Chestnut Hill Ave,Brighton,MA,2135,-71.154705,42.341405,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Hannaford Supermarket,39 Church St,Boston,MA,2116,-71.06802,42.349383,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Hannaford Supermarket,39 Church St,Boston,MA,2116,-71.06802,42.349383,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Family Market,334 E 8th St,Boston,MA,2127,-71.047679,42.331288,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Caribbean Market,558 Washington St,Dorchester Ctr,MA,2124,-71.071689,42.292094,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Bowdoin Market,144 Bowdoin St,Dorchester,MA,2122,-71.070899,42.303792,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Faneuil Street Market,243 Faneuil St,Brighton,MA,2135,-71.160305,42.352705,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Tienda Y Taqueria Guadalajara,257 Princeton St,East Boston,MA,2128,-71.030009,42.379571,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Llanera Supermarket,260 E 8th St,South Boston,MA,2127,-71.049803,42.332085,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Evelyn's Market,298 Centre St,Jamaica Plain,MA,2130,-71.102673,42.322871,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Melos Grocery,331 Centre St,Jamaica Plain,MA,2130,-71.104997,42.322868,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Family Market,334 E 8th St,Boston,MA,2127,-71.047679,42.331288,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Family Market,334 E 8th St,Boston,MA,2127,-71.047679,42.331288,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Family Market,334 E 8th St,Boston,MA,2127,-71.047679,42.331288,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Santo Domingo Market,371 Centre St,Jamaica Plain,MA,2130,-71.10878,42.322339,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Plensa African Market,373 Blue Hill Ave,Dorchester,MA,2121,-71.080934,42.311727,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Geneva Grocery,385 Geneva Ave,Dorchester,MA,2122,-71.068218,42.301271,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
7-Eleven,8 Park Plz # 6,Boston,MA,2116,-71.069139,42.351517,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
7-Eleven,425 Brookline Ave,Boston,MA,2215,-71.10797,42.338338,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
7-Eleven,121 Harvard Ave,Allston,MA,2134,-71.132192,42.352417,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Codman Square Market,331 Centre St,Jamaica Plain,MA,2130,-71.104997,42.322868,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Park Ave Market,631 Hyde Park Ave,Roslindale,MA,2131,-71.119394,42.278848,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Price Rite,892 River St,Hyde Park,MA,2136,-71.12423,42.255377,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Super 88 Market,101 Allstate Rd # 101,Dorchester,MA,2125,-71.062273,42.325651,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Brothers Mini Market,802 Tremont St,Boston,MA,2118,-71.081337,42.338492,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Fuller Market,851 Washington St,Dorchester Ctr,MA,2124,-71.071414,42.281885,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
America's Food Basket,217 Bowdoin St,Dorchester,MA,2122,-71.067734,42.305587,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
America's Food Basket,942 Hyde Park Ave,Hyde Park,MA,2136,-71.119804,42.267608,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Dorchester Market,951 Dorchester Ave,Dorchester,MA,2125,-71.05699,42.318236,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Las Americas Market,970 Blue Hill Ave,Dorchester Ctr,MA,2124,-71.088907,42.290868,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Phu Cuong Market,1188 Dorchester Ave,Dorchester,MA,2125,-71.057452,42.310033,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Diana Market,1070 Hyde Park Ave,Hyde Park,MA,2136,-71.121415,42.26255,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Blue Hill Star,1366 Blue Hill Ave,Mattapan,MA,2126,-71.093128,42.2767,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Foodie's Urban Market,1421 Washington St,Boston,MA,2118,-71.070645,42.341145,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Father & Son Market,1437 Commonwealth Ave,Brighton,MA,2135,-71.140339,42.348907,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Columbus Market,1909 Columbus Ave,Roxbury,MA,2119,-71.098501,42.31708,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
New Academy Market,2981 Washington St,Roxbury,MA,2119,-71.096555,42.317938,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Cibao Market,3936 Washington St,Roslindale,MA,2131,-71.119667,42.294128,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Amigo Market,75 Intervale St,Dorchester,MA,2121,-71.0783,42.310824,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Estrellita Food Market,290 Meridian St # 1,Boston,MA,2128,-71.039423,42.37681,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Cibao Market,3936 Washington St,Roslindale,MA,2131,-71.119667,42.294128,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Hannaford Supermarket,39 Church St,Boston,MA,2116,-71.06802,42.349383,Supermarkets/Other Grocery (Exc Convenience) Strs,Yes,8,,
Home Market Foods,18 Food Mart Rd,Boston,MA,2118,-71.062851,42.337343,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Mekong & Co,489 Cambridge St,Allston,MA,2134,-71.137195,42.35386,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
LA Caja Market,353 Meridian St,East Boston,MA,2128,-71.039132,42.378673,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Brookshire Grocery Co,1642 Commonwealth Ave,Brighton,MA,2135,-71.143451,42.342275,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Deluca's Market,11 Charles St # 1,Boston,MA,2114,-71.06957,42.356506,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Deluca's Market,17 Branch St,Boston,MA,2108,-71.069216,42.356755,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Marcella's Market,80 Marcella St,Roxbury,MA,2119,-71.095769,42.323647,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Roslindale Market,4140 Washington St,Roslindale,MA,2131,-71.125739,42.288433,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Foods Research,716 E 3rd St,Boston,MA,2127,-71.03101,42.33671,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Chanh Hung Seafood Market,659 Washington St,Boston,MA,2111,-71.063212,42.351834,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Yaniel Supermarket,71 Day St,Jamaica Plain,MA,2130,-71.108325,42.324577,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Whole Foods Market,413 Centre St,Jamaica Plain,MA,2130,-71.110813,42.321454,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Whole Foods Market,51 Austin St,Charlestown,MA,2129,-71.067272,42.374486,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Whole Foods Market,15 Washington St,Brighton,MA,2135,-71.140375,42.342797,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Whole Foods Market,348 Harrison Ave,Boston,MA,2118,-71.063631,42.34486,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Whole Foods Market,310 Harrison Ave # 348,Boston,MA,2118,-71.063308,42.34568,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Whole Foods Market,181 Cambridge St,Boston,MA,2114,-71.065892,42.361264,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Whole Foods Market,161 Cambridge St,Boston,MA,2114,-71.066009,42.362107,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Whole Foods Market,15 Westland Ave,Boston,MA,2115,-71.087246,42.3439,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
L Lawrence,23 Ledgemere Rd,Brighton,MA,2135,-71.152815,42.343643,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Y C Global Foods Inc,76 Brighton Ave,Allston,MA,2134,-71.128687,42.352394,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Imperial Food,96 Business St,Hyde Park,MA,2136,-71.127934,42.251779,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
M & M Food Mart Inc,85 Glenville Ave,Allston,MA,2134,-71.134922,42.349553,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Mark A Albertson,790 Boylston St,Boston,MA,2199,-71.081708,42.348195,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
D C Market,147 Centre St,Roxbury,MA,2119,-71.096743,42.326097,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Huntington Markets,818 Huntington Ave,Boston,MA,2115,-71.108433,42.33321,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Us Specialty Food Agency,245 Sumner St,Boston,MA,2128,-71.038472,42.367941,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Rae Foods,31 Germania St # I-8j,Jamaica Plain,MA,2130,-71.102698,42.314225,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Paradise Market,517 Warren St,Dorchester,MA,2121,-71.08372,42.313587,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Tessie's Soups,9 Newbern St,Jamaica Plain,MA,2130,-71.110284,42.309586,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Prince Pantry,101 Prince St,Boston,MA,2113,-71.056393,42.365919,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Hyde Park Market Corp Inc,613 Park St,Dorchester,MA,2124,-71.078055,42.294469,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
C Mart Supermarket,109 Lincoln St,Boston,MA,2111,-71.058504,42.351628,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Cherry Mart,349 Newbury St # B,Boston,MA,2115,-71.087255,42.348554,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Song & H Foods Corp,154 Faywood Ave,Boston,MA,2128,-71.006433,42.392006,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Crystal's Market,173 Dudley St,Roxbury,MA,2119,-71.082343,42.328512,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
D & N Market Inc,12 S Huntington Ave,Jamaica Plain,MA,2130,-71.111902,42.331727,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Finast Market,1300 Blue Hill Ave,Mattapan,MA,2126,-71.092952,42.279256,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Rite Foods,500 E St,Boston,MA,2210,-71.043142,42.343093,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Trader Joe's,899 Boylston St,Boston,MA,2115,-71.08395,42.348434,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Trader Joe's,711 Atlantic Ave # 3,Boston,MA,2111,-71.05667,42.351165,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Gina Grocery Store,251 Dudley St,Roxbury,MA,2119,-71.079464,42.328347,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
G-Mart Supermarket,109 Lincoln St,Boston,MA,2111,-71.058504,42.351628,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Market Square Convenience,534 Dudley St,Roxbury,MA,2119,-71.072252,42.32203,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Clear Edge Foods Inc,88 Worcester St,Boston,MA,2118,-71.078435,42.339551,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Regency Centers,185 Franklin St,Boston,MA,2110,-71.054818,42.3554,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Centre Market Nargis Begum,1660 Dorchester Ave,Dorchester,MA,2122,-71.061969,42.293841,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Biena Foods,PO Box 121178,Boston,MA,2112,-71.05763,42.357582,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Stop & Shop Supermarket,1620 Tremont St,Roxbury Crossing,MA,2120,-71.104127,42.33357,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Stop & Shop Supermarket,950 American Legion Hwy # 1,Roslindale,MA,2131,-71.11569,42.27611,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Stop & Shop Supermarket,301 Centre St,Jamaica Plain,MA,2130,-71.103007,42.322962,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Stop & Shop Supermarket,545 Freeport St,Dorchester,MA,2122,-71.048146,42.291991,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Stop & Shop Supermarket,200 Guest St,Brighton,MA,2135,-71.151951,42.347801,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Stop & Shop Supermarket,713 E Broadway,Boston,MA,2127,-71.036651,42.335278,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Stop & Shop Supermarket,181 Cambridge St,Boston,MA,2114,-71.065892,42.361264,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Stop & Shop Supermarket,1025 Truman Hwy,Hyde Park,MA,2136,-71.127332,42.242473,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Marino's Market,1245 Vfw Pkwy,West Roxbury,MA,2132,-71.172602,42.277514,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Stop & Shop,365 Chelsea St,Boston,MA,2128,-71.028432,42.37849,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Chef Lees Famous Sout Food,554 Columbia Rd,Dorchester,MA,2125,-71.06623,42.316097,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
New World Multi Svc,407 Chelsea St # 1,Boston,MA,2128,-71.026939,42.379813,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Jim's Variety,256 W 5th St,Boston,MA,2127,-71.049247,42.335512,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Tiny Foodies,35 Msgr Patrick J Lydon Way,Dorchester Ctr,MA,2124,-71.061649,42.288401,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Juba Market Cafe,50 John Eliot Sq,Roxbury,MA,2119,-71.091573,42.329847,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Uphams Market,67 Hancock St,Dorchester,MA,2125,-71.065267,42.313313,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
People's Tropical Food,576 Washington St,Dorchester Ctr,MA,2124,-71.07151,42.291572,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
International Food,984 Saratoga St,Boston,MA,2128,-71.007066,42.386937,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Delarosa LLC,85 Cummins Hwy,Roslindale,MA,2131,-71.125122,42.284412,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
No Name Deli & Grocerytwo,1300 Blue Hill Ave,Mattapan,MA,2126,-71.092952,42.279256,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Dudly Food Market Inc,543 Dudley St,Roxbury,MA,2119,-71.072351,42.321735,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Sobreno Market,416 Geneva Ave,Dorchester,MA,2122,-71.067035,42.300972,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Bfresh,214 Harvard Ave,Allston,MA,2134,-71.129971,42.34968,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Advanced Functional Foods Intl,87 Wendell St,Boston,MA,2110,-71.052511,42.356975,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Mario's Meat Market,14 Nancia St,Boston,MA,2128,-70.999033,42.38259,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Market Place Inc,800 Boylston St,Boston,MA,2199,-71.081983,42.348804,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Allston Food & Spirits,225 Cambridge St,Allston,MA,2134,-71.126727,42.357917,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Marinos Market Inc,1906 Centre St,West Roxbury,MA,2132,-71.156337,42.284879,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Charles St Market,66 Charles St,Boston,MA,2114,-71.07045,42.357576,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
IGA Mattapan,926 Cummins Hwy,Mattapan,MA,2126,-71.094553,42.26821,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
