Company Na,Address,City,State,ZIP Code,Longitude,Latitude,Type,Snap,Type_size,Underwater_36in,Underwater_7.5ft
Urban Foodie's Market,333 Martin Luther King Blvd,Roxbury,MA,2119,-71.084615,42.325438,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Aney Bangla Grocery,542 Washington St,Dorchester,MA,2124,-71.071738,42.292691,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Christo's Market,873 South St,Roslindale,MA,2131,-71.133867,42.288969,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Nutibara Envios,532 Bennington St,Boston,MA,2128,-71.020054,42.382214,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Roxtar Foods LTD,1200 Washington St # 507,Boston,MA,2118,-71.066711,42.34302,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
LA Bendicion,32 Bennington St,East Boston,MA,2128,-71.037886,42.375449,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
X & Y Food Inc,1095 Commonwealth Ave,Boston,MA,2215,-71.124298,42.352259,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Payless Foods,139 Charles St,Boston,MA,2114,-71.070571,42.360205,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Fellowship African Market,604 Hyde Park Ave,Roslindale,MA,2131,-71.118805,42.279946,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Ming Yu Seafood,10 Tyler St,Boston,MA,2111,-71.060463,42.350978,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Summer Market,85 Summer St,Boston,MA,2110,-71.058354,42.353816,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Nas Convenience,111 Erie St,Dorchester,MA,2121,-71.082921,42.301492,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
George Greer Foods,371 Dorchester Ave # 140,Boston,MA,2127,-71.059149,42.335096,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Meatland Jamaica Plain,306 Centre St,Jamaica Plain,MA,2130,-71.103545,42.322695,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
SJR Foods,32 Emerson Pl,Boston,MA,2114,-71.065706,42.361233,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Phu Coung Market,1188 Dorchester Ave,Dorchester,MA,2125,-71.057452,42.310033,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Million Market,99 Chelsea St,East Boston,MA,2128,-71.035664,42.372281,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
C Mart Of Herald St,50 Herald St,Boston,MA,2118,-71.065154,42.346203,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Caribbean,558 Washington St,Dorchester Ctr,MA,2124,-71.071689,42.292094,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Thompson Market,44 Brooks St,Boston,MA,2128,-71.032676,42.376055,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Thompson Market,283 Tremont St,Boston,MA,2116,-71.065541,42.349781,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Hamdi Market,1433 Tremont St,Roxbury Crossing,MA,2120,-71.096539,42.331735,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Dudley Halal Market Inc,1127 Harrison Ave,Roxbury,MA,2119,-71.081574,42.330616,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
New Vien Dong Far East Sprmrkt,1159 Dorchester Ave,Dorchester,MA,2125,-71.057689,42.311139,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Upham's Corner Market,521 Columbia Rd,Dorchester,MA,2125,-71.066616,42.31531,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
T & M Food Corp,26 Province St,Boston,MA,2108,-71.0595,42.357451,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Aguadilla Market,664 Tremont St # A,Boston,MA,2118,-71.075795,42.341362,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Fort Hill Food Emporium,85 Centre St,Roxbury,MA,2119,-71.09542,42.328465,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
International & Natural Foods,157 Sutherland Rd,Brighton,MA,2135,-71.146883,42.341187,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
City Fresh Foods,28 Bowdoin St,Boston,MA,2114,-71.065706,42.361233,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Cushman Grocery,51 Cushman Rd,Brighton,MA,2135,-71.1462,42.353591,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Senado Market,2825 Washington St,Roxbury,MA,2119,-71.092735,42.321289,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Super Eighty Eight Market,101 Allstate Rd,Dorchester,MA,2125,-71.062273,42.325651,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Super Eighty Eight Market,1095 Commonwealth Ave,Boston,MA,2215,-71.124298,42.352259,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Cumberland Farms,464 Chelsea St,East Boston,MA,2128,-71.032514,42.377292,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Snacks Express,60 South St,Boston,MA,2111,-71.056757,42.351724,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Refreshed Market,196 Quincy St,Boston,MA,2121,-71.07497,42.313019,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
K A M Man Farmers Market,101 Allstate Rd # 109,Dorchester,MA,2125,-71.062273,42.325651,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Super Ahorro Grocery & Food,300 Bennington St,East Boston,MA,2128,-71.028268,42.379193,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Rosev Enterprises Inc,134 Bunker Hill St,Charlestown,MA,2129,-71.059818,42.377987,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Mediterianian Market,250 Brighton Ave,Allston,MA,2134,-71.136548,42.353371,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Start Super Market,483 Cambridge St,Allston,MA,2134,-71.137118,42.353774,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
H-E-B Foods Co,415 Summer St,Boston,MA,2210,-71.044563,42.347115,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Hay Market Intl Food Co,88 Blackstone St,Boston,MA,2109,-71.056393,42.361435,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Cruz Market,152 Sumner St,East Boston,MA,2128,-71.041029,42.369615,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Phu Thunh Market,1826 Dorchester Ave,Dorchester Ctr,MA,2124,-71.063288,42.288544,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
N C Market Corp,305 W Broadway,Boston,MA,2127,-71.050637,42.338619,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
E Patio Market,371 Centre St,Jamaica Plain,MA,2130,-71.10878,42.322339,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Sandy's Variety Store,378 Washington St,Dorchester Ctr,MA,2124,-71.072829,42.298188,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Hollywood Market,,Boston,MA,2110,-71.054279,42.356372,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
F & T Davey Supermarket Inc,438 Dudley St,Roxbury,MA,2119,-71.073579,42.324055,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Calumet Market,1630 Tremont St,Roxbury Crossing,MA,2120,-71.104653,42.334039,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Jamaica Plain Market,36 Gay Head St,Jamaica Plain,MA,2130,-71.104926,42.325036,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Cozmo Market,1436 Commonwealth Ave,Brighton,MA,2135,-71.140089,42.34817,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Cozmo Market,205 Harvard Ave,Allston,MA,2134,-71.130804,42.349931,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Brighton Supermarket,572 Washington St,Brighton,MA,2135,-71.165099,42.349933,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Harvard Street Community Mkt,55 Harvard St,Dorchester Ctr,MA,2124,-71.076083,42.297904,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Talbot Market,322 Talbot Ave,Dorchester Ctr,MA,2124,-71.072802,42.290486,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
White Hen Pantry Inc,101 Arch St,Boston,MA,2110,-71.059085,42.354954,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Davey's Super Market,438 Dudley St,Roxbury,MA,2119,-71.074184,42.324109,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Suriel Food Prod Distrbutors,31 Germania St # I,Jamaica Plain,MA,2130,-71.102698,42.314225,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Indian Ocean Grocery & Hala,43 Roxbury St,Roxbury,MA,2119,-71.085507,42.32954,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Abruzzese Meat Market,94 Salem St,Boston,MA,2113,-71.055715,42.363915,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Lefty's Silver Cart,20 Hanson St # 1,Boston,MA,2118,-71.07029,42.343585,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Tedeschi Food Shops,357 Tremont St,Boston,MA,2116,-71.067559,42.348308,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
El Lobo Papa Grocery Market,1187 Blue Hill Ave,Mattapan,MA,2126,-71.09192,42.283812,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Anould Discount Grocery Store,1145 Blue Hill Ave,Dorchester Ctr,MA,2124,-71.091196,42.285449,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Comzmo Market,1436 Commonwealth Ave,Brighton,MA,2135,-71.140089,42.34817,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Delis Food Market,353 Meridian St,Boston,MA,2128,-71.039132,42.378673,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Bon Me Foods LLC,,Roxbury,MA,2119,-71.084615,42.325438,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Peace Market,505 Washington St,Dorchester Ctr,MA,2124,-71.07199,42.294025,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Tastefully Ethnic Foods,1820 Dorchester Ave,Dorchester Ctr,MA,2124,-71.063268,42.288649,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Leo's,573 Talbot Ave,Dorchester Ctr,MA,2124,-71.064536,42.285797,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Ceasar Grocery Store II,113 Blue Hill Ave,Roxbury,MA,2119,-71.077584,42.321171,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Rescor Of Quincy Market Inc,1 Faneuil Hall Market Pl,Boston,MA,2109,-71.053586,42.359735,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Yes Yes Supermarket,411 Shawmut Ave # 7,Boston,MA,2118,-71.073886,42.340406,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Farmers Market,926 Cummins Hwy,Mattapan,MA,2126,-71.094892,42.268094,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Peguero's Market,218 Bowdoin St,Dorchester,MA,2122,-71.068072,42.30546,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Lowe's Pay N Save,10 Causeway St,Boston,MA,2222,-71.063096,42.365165,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
D'Angeles Market,160 Bunker Hill St,Charlestown,MA,2129,-71.060885,42.378337,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Jackson Food Market,728 Dudley St,Dorchester,MA,2125,-71.067192,42.317992,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Boston Food Imports Inc,1024 Bennington St,Boston,MA,2128,-71.006,42.387166,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Marascio's Market,1758 River St,Hyde Park,MA,2136,-71.138276,42.243932,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Brown's Food Market,559 Dudley St,Dorchester,MA,2125,-71.072241,42.321265,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
K & 8th Street Market,362 K St,Boston,MA,2127,-71.037068,42.33135,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Beacon Hill,65 Charles St,Boston,MA,2114,-71.070184,42.358114,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Merkato,1127 Harrison Ave,Roxbury,MA,2119,-71.081574,42.330616,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
D & J Market,120 Boston St,Dorchester,MA,2125,-71.059039,42.32537,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Food Lion,280 Martin Luther King Blvd,Roxbury,MA,2119,-71.08331,42.318764,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
El Frutero,740 Dudley St,Dorchester,MA,2125,-71.066756,42.317805,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
International Foods,1295 Massachusetts Ave # A,Dorchester,MA,2125,-71.062099,42.320841,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Tropic Market,1007 Blue Hill Ave,Dorchester Ctr,MA,2124,-71.089723,42.289868,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Liriano's Market,117 Blue Hill Ave,Roxbury,MA,2119,-71.077634,42.321044,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Thao Ngoc Food Inc,1331 Dorchester Ave,Dorchester,MA,2122,-71.059174,42.305202,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Brothers Supermarket,46 Washington St,Dorchester,MA,2121,-71.082046,42.307086,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Olivo Market,137 Blue Hill Ave,Roxbury,MA,2119,-71.078079,42.320263,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
A J's Apollos Market,918 Morton St,Mattapan,MA,2126,-71.08303,42.28056,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Super Stop & Shop,1230 Vfw Pkwy,West Roxbury,MA,2132,-71.171507,42.278344,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Super Stop & Shop,545 Freeport St,Dorchester,MA,2122,-71.048146,42.291991,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Super Stop & Shop,460 Blue Hill Ave,Dorchester,MA,2121,-71.082688,42.309124,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Super Stop & Shop,1100 Massachusetts Ave,Dorchester,MA,2125,-71.065271,42.326302,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Super Stop & Shop,60 Everett St # 2,Allston,MA,2134,-71.138519,42.356005,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
7 Diaz Market,3114 Washington St,Roxbury,MA,2119,-71.099022,42.314772,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Snack N' Play,600 Washington St,Boston,MA,2111,-71.062494,42.352951,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Golden Goose Office,120 Fulton St,Boston,MA,2109,-71.052493,42.363175,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
"Prentice, Laurel",22 Hopewell Rd,Hyde Park,MA,2136,-71.103229,42.261119,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Yachris Market,143 Boylston St,Jamaica Plain,MA,2130,-71.103149,42.31656,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Rosa's Grocery,208 River St,Mattapan,MA,2126,-71.079301,42.271342,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
4 Corners Market,345 Washington St,Dorchester,MA,2121,-71.073987,42.299417,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Truong Thanh Market,65 Beach St,Boston,MA,2111,-71.060109,42.351115,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
